cluster,domain_code,n,p,contr_nats,contr_frac,H_cluster,rank,domain_label,period,family
C651,Physical violence by sharp object,1,0.05263157894736842,0.1549704725877074,0.14624206366207312,1.0596846673731528,4,Physical violence by sharp object,1999_2006,ucod_gbdl3
C652,Physical violence by firearm,18,0.6206896551724138,0.2960218378491575,0.2748076740341984,1.0771964025004594,1,Physical violence by firearm,1999_2006,ucod_gbdl3
C652,Physical violence by other means,4,0.13793103448275862,0.2732415819126322,0.25365994657832663,1.0771964025004594,2,Physical violence by other means,1999_2006,ucod_gbdl3
C652,Physical violence by sharp object,4,0.13793103448275862,0.2732415819126322,0.25365994657832663,1.0771964025004594,3,Physical violence by sharp object,1999_2006,ucod_gbdl3
C652,"Fire, heat, and hot substances",3,0.10344827586206896,0.23469140082603768,0.21787243280914836,1.0771964025004594,4,"Fire, heat, and hot substances",1999_2006,ucod_gbdl3
C655,"Fire, heat, and hot substances",9,0.2903225806451613,0.35906011755936584,0.30391979931891955,1.1814304904254842,1,"Fire, heat, and hot substances",1999_2006,ucod_gbdl3
C655,Physical violence by firearm,15,0.4838709677419355,0.351259840346582,0.29731739885947767,1.1814304904254842,2,Physical violence by firearm,1999_2006,ucod_gbdl3
C655,Physical violence by sharp object,5,0.16129032258064516,0.29428214387920093,0.2490896809115001,1.1814304904254842,3,Physical violence by sharp object,1999_2006,ucod_gbdl3
C655,Physical violence by other means,2,0.06451612903225806,0.17682838864033554,0.1496731209101028,1.1814304904254842,4,Physical violence by other means,1999_2006,ucod_gbdl3
C66,"Fire, heat, and hot substances",18,0.21428571428571427,0.3300953659172462,0.31078215876200843,1.0621438734841515,1,"Fire, heat, and hot substances",1999_2006,ucod_gbdl3
C66,Physical violence by firearm,49,0.5833333333333334,0.31441462542740073,0.29601886644228914,1.0621438734841515,2,Physical violence by firearm,1999_2006,ucod_gbdl3
C66,Physical violence by sharp object,14,0.16666666666666666,0.2986265782046758,0.2811545456879498,1.0621438734841515,3,Physical violence by sharp object,1999_2006,ucod_gbdl3
C66,Physical violence by other means,3,0.03571428571428571,0.1190073039348287,0.11204442910775254,1.0621438734841515,4,Physical violence by other means,1999_2006,ucod_gbdl3
C662,"Fire, heat, and hot substances",4,0.11764705882352941,0.2517724898230907,0.27187427622675353,0.9260621980032521,1,"Fire, heat, and hot substances",1999_2006,ucod_gbdl3
C662,Physical violence by firearm,24,0.7058823529411765,0.2458635488952111,0.2654935590993076,0.9260621980032521,2,Physical violence by firearm,1999_2006,ucod_gbdl3
C662,Physical violence by other means,3,0.08823529411764706,0.21421307964247516,0.23131608233696946,0.9260621980032521,3,Physical violence by other means,1999_2006,ucod_gbdl3
C662,Physical violence by sharp object,3,0.08823529411764706,0.21421307964247516,0.23131608233696946,0.9260621980032521,4,Physical violence by sharp object,1999_2006,ucod_gbdl3
C664,Physical violence by firearm,9,0.42857142857142855,0.3631276544516587,0.288001487557396,1.2608533988189583,1,Physical violence by firearm,1999_2006,ucod_gbdl3
C664,"Fire, heat, and hot substances",6,0.2857142857142857,0.3579322767129623,0.2838809627259105,1.2608533988189583,2,"Fire, heat, and hot substances",1999_2006,ucod_gbdl3
C664,Physical violence by sharp object,4,0.19047619047619047,0.3158529669721014,0.2505072891645936,1.2608533988189583,3,Physical violence by sharp object,1999_2006,ucod_gbdl3
C664,Physical violence by other means,2,0.09523809523809523,0.22394050068223595,0.17761026055209994,1.2608533988189583,4,Physical violence by other means,1999_2006,ucod_gbdl3
C668,"Fire, heat, and hot substances",5,0.15625,0.2900465609946291,0.2870885228390278,1.0103035751006315,1,"Fire, heat, and hot substances",1999_2006,ucod_gbdl3
C668,Physical violence by firearm,21,0.65625,0.27642133645632416,0.2736022550734725,1.0103035751006315,2,Physical violence by firearm,1999_2006,ucod_gbdl3
C668,Physical violence by sharp object,3,0.09375,0.2219178388248391,0.2196546110437498,1.0103035751006315,3,Physical violence by sharp object,1999_2006,ucod_gbdl3
C668,Physical violence by other means,3,0.09375,0.2219178388248391,0.2196546110437498,1.0103035751006315,4,Physical violence by other means,1999_2006,ucod_gbdl3
C67,Physical violence by sharp object,14,0.14285714285714285,0.277987164150759,0.27911333830656465,0.9959651725616614,1,Physical violence by sharp object,1999_2006,ucod_gbdl3
C67,Physical violence by firearm,65,0.6632653061224489,0.2723236078609262,0.27342683796914224,0.9959651725616614,2,Physical violence by firearm,1999_2006,ucod_gbdl3
C67,"Fire, heat, and hot substances",12,0.12244897959183673,0.2571503055774577,0.2581920660097552,0.9959651725616614,3,"Fire, heat, and hot substances",1999_2006,ucod_gbdl3
C67,Physical violence by other means,7,0.07142857142857142,0.18850409497251847,0.1892677577145379,0.9959651725616614,4,Physical violence by other means,1999_2006,ucod_gbdl3
C678,"Fire, heat, and hot substances",6,0.18181818181818182,0.30995419858880463,0.3438697948526976,0.9013708189216756,1,"Fire, heat, and hot substances",1999_2006,ucod_gbdl3
C678,Physical violence by firearm,23,0.696969696969697,0.25161536204116974,0.27914744604466035,0.9013708189216756,2,Physical violence by firearm,1999_2006,ucod_gbdl3
C678,Physical violence by sharp object,2,0.06060606060606061,0.1699006291458506,0.18849137955132103,0.9013708189216756,3,Physical violence by sharp object,1999_2006,ucod_gbdl3
C678,Physical violence by other means,2,0.06060606060606061,0.1699006291458506,0.18849137955132103,0.9013708189216756,4,Physical violence by other means,1999_2006,ucod_gbdl3
C68,"Fire, heat, and hot substances",17,0.21518987341772153,0.3305821094048569,0.300763078257414,1.0991445868961405,1,"Fire, heat, and hot substances",1999_2006,ucod_gbdl3
C68,Physical violence by firearm,45,0.569620253164557,0.32057394077660223,0.2916576623298184,1.0991445868961405,2,Physical violence by firearm,1999_2006,ucod_gbdl3
C68,Physical violence by sharp object,13,0.16455696202531644,0.2969427903173582,0.27015807916217005,1.0991445868961405,3,Physical violence by sharp object,1999_2006,ucod_gbdl3
C68,Physical violence by other means,4,0.05063291139240506,0.15104574639732307,0.13742118025059752,1.0991445868961405,4,Physical violence by other means,1999_2006,ucod_gbdl3
C680,"Fire, heat, and hot substances",6,0.2608695652173913,0.350539499139416,0.30011050677379086,1.1680347446270387,1,"Fire, heat, and hot substances",1999_2006,ucod_gbdl3
C680,Physical violence by firearm,12,0.5217391304347826,0.3394369910301649,0.2906052175173517,1.1680347446270387,2,Physical violence by firearm,1999_2006,ucod_gbdl3
C680,Physical violence by other means,3,0.13043478260869565,0.2656802513818748,0.22745920239445297,1.1680347446270387,3,Physical violence by other means,1999_2006,ucod_gbdl3
C680,Physical violence by sharp object,2,0.08695652173913043,0.21237800307558297,0.18182507331440442,1.1680347446270387,4,Physical violence by sharp object,1999_2006,ucod_gbdl3
C684,Physical violence by other means,3,0.1111111111111111,0.24413606414846883,0.29320727522388973,0.8326398584825336,1,Physical violence by other means,1999_2006,ucod_gbdl3
C684,Physical violence by sharp object,3,0.1111111111111111,0.24413606414846883,0.29320727522388973,0.8326398584825336,2,Physical violence by sharp object,1999_2006,ucod_gbdl3
C684,Physical violence by firearm,20,0.7407407407407407,0.22229969811136158,0.2669818119402757,0.8326398584825336,3,Physical violence by firearm,1999_2006,ucod_gbdl3
C684,"Fire, heat, and hot substances",1,0.037037037037037035,0.1220680320742344,0.14660363761194484,0.8326398584825336,4,"Fire, heat, and hot substances",1999_2006,ucod_gbdl3
C686,"Fire, heat, and hot substances",6,0.21428571428571427,0.3300953659172462,0.33304652561335596,0.9911388966130941,1,"Fire, heat, and hot substances",1999_2006,ucod_gbdl3
C686,Physical violence by firearm,18,0.6428571428571429,0.28403534075081094,0.2865747088742179,0.9911388966130941,2,Physical violence by firearm,1999_2006,ucod_gbdl3
C686,Physical violence by sharp object,2,0.07142857142857142,0.18850409497251847,0.19018938275621308,0.9911388966130941,3,Physical violence by sharp object,1999_2006,ucod_gbdl3
C686,Physical violence by other means,2,0.07142857142857142,0.18850409497251847,0.19018938275621308,0.9911388966130941,4,Physical violence by other means,1999_2006,ucod_gbdl3
C69,"Fire, heat, and hot substances",15,0.21739130434782608,0.33175137032501073,0.3095200169418198,1.0718252525405159,1,"Fire, heat, and hot substances",1999_2006,ucod_gbdl3
C69,Physical violence by firearm,41,0.5942028985507246,0.309303071791464,0.2885760258571367,1.0718252525405159,2,Physical violence by firearm,1999_2006,ucod_gbdl3
C69,Physical violence by sharp object,9,0.13043478260869565,0.2656802513818748,0.24787646190658477,1.0718252525405159,3,Physical violence by sharp object,1999_2006,ucod_gbdl3
C69,Physical violence by other means,4,0.057971014492753624,0.16509055904216632,0.15402749529445872,1.0718252525405159,4,Physical violence by other means,1999_2006,ucod_gbdl3
C690,Physical violence by firearm,31,0.543859649122807,0.3312453677865179,0.27939514039132923,1.1855802764592316,1,Physical violence by firearm,1999_2006,ucod_gbdl3
C690,Physical violence by sharp object,10,0.17543859649122806,0.30534494295447445,0.25754893955084646,1.1855802764592316,2,Physical violence by sharp object,1999_2006,ucod_gbdl3
C690,"Fire, heat, and hot substances",9,0.15789473684210525,0.29144631955236805,0.2458258840327376,1.1855802764592316,3,"Fire, heat, and hot substances",1999_2006,ucod_gbdl3
C690,Physical violence by other means,7,0.12280701754385964,0.25754364616587117,0.21723003602508673,1.1855802764592316,4,Physical violence by other means,1999_2006,ucod_gbdl3
C691,Physical violence by firearm,25,0.6097560975609756,0.30164404990006527,0.27520048395078384,1.0960883700844455,1,Physical violence by firearm,1999_2006,ucod_gbdl3
C691,Physical violence by other means,6,0.14634146341463414,0.28124086792335407,0.25658594288495784,1.0960883700844455,2,Physical violence by other means,1999_2006,ucod_gbdl3
C691,"Fire, heat, and hot substances",5,0.12195121951219512,0.2566017261305131,0.23410678658212916,1.0960883700844455,3,"Fire, heat, and hot substances",1999_2006,ucod_gbdl3
C691,Physical violence by sharp object,5,0.12195121951219512,0.2566017261305131,0.23410678658212916,1.0960883700844455,4,Physical violence by sharp object,1999_2006,ucod_gbdl3
C692,Physical violence by firearm,18,0.5454545454545454,0.3306195292201721,0.27964646863188874,1.1822767898255906,1,Physical violence by firearm,1999_2006,ucod_gbdl3
C692,"Fire, heat, and hot substances",6,0.18181818181818182,0.30995419858880463,0.26216720251653514,1.1822767898255906,2,"Fire, heat, and hot substances",1999_2006,ucod_gbdl3
C692,Physical violence by other means,5,0.15151515151515152,0.28591964379278484,0.24183816027967842,1.1822767898255906,3,Physical violence by other means,1999_2006,ucod_gbdl3
C692,Physical violence by sharp object,4,0.12121212121212122,0.25578341822382905,0.2163481685718978,1.1822767898255906,4,Physical violence by sharp object,1999_2006,ucod_gbdl3
C694,Physical violence by sharp object,3,0.0967741935483871,0.22600402411132614,0.29056726624548823,0.777802768465959,1,Physical violence by sharp object,1999_2006,ucod_gbdl3
C694,Physical violence by firearm,24,0.7741935483870968,0.19814196707396178,0.254745772459453,0.777802768465959,2,Physical violence by firearm,1999_2006,ucod_gbdl3
C694,Physical violence by other means,2,0.06451612903225806,0.17682838864033554,0.2273434806475294,0.777802768465959,3,Physical violence by other means,1999_2006,ucod_gbdl3
C694,"Fire, heat, and hot substances",2,0.06451612903225806,0.17682838864033554,0.2273434806475294,0.777802768465959,4,"Fire, heat, and hot substances",1999_2006,ucod_gbdl3
C697,Physical violence by sharp object,2,0.06666666666666667,0.18053668007348067,0.25070190569535045,0.7201248812718097,1,Physical violence by sharp object,1999_2006,ucod_gbdl3
C697,Physical violence by other means,2,0.06666666666666667,0.18053668007348067,0.25070190569535045,0.7201248812718097,2,Physical violence by other means,1999_2006,ucod_gbdl3
C697,"Fire, heat, and hot substances",2,0.06666666666666667,0.18053668007348067,0.25070190569535045,0.7201248812718097,3,"Fire, heat, and hot substances",1999_2006,ucod_gbdl3
C697,Physical violence by firearm,24,0.8,0.17851484105136778,0.24789428291394877,0.7201248812718097,4,Physical violence by firearm,1999_2006,ucod_gbdl3
C7,Physical violence by firearm,143,0.6217391304347826,0.29547199586456613,0.2813855749158835,1.0500609206882534,1,Physical violence by firearm,1999_2006,ucod_gbdl3
C7,"Fire, heat, and hot substances",37,0.1608695652173913,0.2939346594013997,0.27992152989442054,1.0500609206882534,2,"Fire, heat, and hot substances",1999_2006,ucod_gbdl3
C7,Physical violence by sharp object,36,0.1565217391304348,0.2902790145078916,0.27644016531691395,1.0500609206882534,3,Physical violence by sharp object,1999_2006,ucod_gbdl3
C7,Physical violence by other means,14,0.06086956521739131,0.17037525091439615,0.1622527298727822,1.0500609206882534,4,Physical violence by other means,1999_2006,ucod_gbdl3
C70,Physical violence by sharp object,11,0.13253012048192772,0.2678361287347048,0.3189795059295642,0.8396656329195247,1,Physical violence by sharp object,1999_2006,ucod_gbdl3
C70,Physical violence by firearm,61,0.7349397590361446,0.2263370043496444,0.26955611314311945,0.8396656329195247,2,Physical violence by firearm,1999_2006,ucod_gbdl3
C70,"Fire, heat, and hot substances",8,0.0963855421686747,0.2254842473365554,0.2685405219605627,0.8396656329195247,3,"Fire, heat, and hot substances",1999_2006,ucod_gbdl3
C70,Physical violence by other means,3,0.03614457831325301,0.12000825249862006,0.1429238589667536,0.8396656329195247,4,Physical violence by other means,1999_2006,ucod_gbdl3
C702,Physical violence by firearm,24,0.6153846153846154,0.29877404048104667,0.275708621634618,1.0836586781714648,1,Physical violence by firearm,1999_2006,ucod_gbdl3
C702,Physical violence by other means,6,0.15384615384615385,0.2879695656771679,0.26573825456100225,1.0836586781714648,2,Physical violence by other means,1999_2006,ucod_gbdl3
C702,"Fire, heat, and hot substances",5,0.1282051282051282,0.2633491966276341,0.24301858318709924,1.0836586781714648,3,"Fire, heat, and hot substances",1999_2006,ucod_gbdl3
C702,Physical violence by sharp object,4,0.10256410256410256,0.233565875385616,0.21553454061728042,1.0836586781714648,4,Physical violence by sharp object,1999_2006,ucod_gbdl3
C706,"Fire, heat, and hot substances",4,0.1111111111111111,0.24413606414846883,0.3209127524021085,0.760755259244303,1,"Fire, heat, and hot substances",1999_2006,ucod_gbdl3
C706,Physical violence by firearm,28,0.7777777777777778,0.19546677755181582,0.2569377933002829,0.760755259244303,2,Physical violence by firearm,1999_2006,ucod_gbdl3
C706,Physical violence by other means,2,0.05555555555555555,0.16057620877200915,0.21107472714880432,0.760755259244303,3,Physical violence by other means,1999_2006,ucod_gbdl3
C706,Physical violence by sharp object,2,0.05555555555555555,0.16057620877200915,0.21107472714880432,0.760755259244303,4,Physical violence by sharp object,1999_2006,ucod_gbdl3
C708,"Fire, heat, and hot substances",6,0.2222222222222222,0.3342394215058387,0.40481705694857545,0.8256554800957847,1,"Fire, heat, and hot substances",1999_2006,ucod_gbdl3
C708,Physical violence by firearm,19,0.7037037037037037,0.24727999444147716,0.2994953711356583,0.8256554800957847,2,Physical violence by firearm,1999_2006,ucod_gbdl3
C708,Physical violence by other means,1,0.037037037037037035,0.1220680320742344,0.1478437859578831,0.8256554800957847,3,Physical violence by other means,1999_2006,ucod_gbdl3
C708,Physical violence by sharp object,1,0.037037037037037035,0.1220680320742344,0.1478437859578831,0.8256554800957847,4,Physical violence by sharp object,1999_2006,ucod_gbdl3
C71,Physical violence by firearm,49,0.6049382716049383,0.30405943174726907,0.26797064630177747,1.1346743978997234,1,Physical violence by firearm,1999_2006,ucod_gbdl3
C71,Physical violence by sharp object,13,0.16049382716049382,0.293623424243725,0.2587732875503497,1.1346743978997234,2,Physical violence by sharp object,1999_2006,ucod_gbdl3
C71,"Fire, heat, and hot substances",11,0.13580246913580246,0.27113694692116974,0.2389557281128779,1.1346743978997234,3,"Fire, heat, and hot substances",1999_2006,ucod_gbdl3
C71,Physical violence by other means,7,0.08641975308641975,0.21160213628789973,0.1864870985716909,1.1346743978997234,4,Physical violence by other means,1999_2006,ucod_gbdl3
C71,Garbage Code (GBD Level 4),1,0.012345679012345678,0.054252458699659736,0.04781323946330398,1.1346743978997234,5,Garbage Code (GBD Level 4),1999_2006,ucod_gbdl3
C72,Physical violence by sharp object,9,0.16666666666666666,0.2986265782046758,0.30408278903013775,0.9820568245810151,1,Physical violence by sharp object,1999_2006,ucod_gbdl3
C72,Physical violence by firearm,36,0.6666666666666666,0.2703100720721096,0.2752489115764098,0.9820568245810151,2,Physical violence by firearm,1999_2006,ucod_gbdl3
C72,Physical violence by other means,5,0.09259259259259259,0.2203283457527939,0.224353968363078,0.9820568245810151,3,Physical violence by other means,1999_2006,ucod_gbdl3
C72,"Fire, heat, and hot substances",4,0.07407407407407407,0.1927918285514358,0.1963143310303745,0.9820568245810151,4,"Fire, heat, and hot substances",1999_2006,ucod_gbdl3
C722,Physical violence by other means,5,0.19230769230769232,0.3170497356898811,0.3080830562349266,1.0291047471566142,1,Physical violence by other means,1999_2006,ucod_gbdl3
C722,Physical violence by firearm,16,0.6153846153846154,0.29877404048104667,0.2903242272533971,1.0291047471566142,2,Physical violence by firearm,1999_2006,ucod_gbdl3
C722,"Fire, heat, and hot substances",4,0.15384615384615385,0.2879695656771679,0.27982532047667574,1.0291047471566142,3,"Fire, heat, and hot substances",1999_2006,ucod_gbdl3
C722,Physical violence by sharp object,1,0.038461538461538464,0.12531140530851856,0.12176739603500057,1.0291047471566142,4,Physical violence by sharp object,1999_2006,ucod_gbdl3
C724,Physical violence by sharp object,3,0.08823529411764706,0.21421307964247516,0.2995126078669476,0.7152055506712925,1,Physical violence by sharp object,1999_2006,ucod_gbdl3
C724,"Fire, heat, and hot substances",3,0.08823529411764706,0.21421307964247516,0.2995126078669476,0.7152055506712925,2,"Fire, heat, and hot substances",1999_2006,ucod_gbdl3
C724,Physical violence by firearm,27,0.7941176470588235,0.1830629053682198,0.2559584516596618,0.7152055506712925,3,Physical violence by firearm,1999_2006,ucod_gbdl3
C724,Physical violence by other means,1,0.029411764705882353,0.1037164860181224,0.14501633260644303,0.7152055506712925,4,Physical violence by other means,1999_2006,ucod_gbdl3
C727,"Fire, heat, and hot substances",9,0.1956521739130435,0.3191902472255626,0.38985692912857217,0.8187368836537874,1,"Fire, heat, and hot substances",1999_2006,ucod_gbdl3
C727,Physical violence by firearm,33,0.717391304347826,0.2382699251249193,0.291021364594678,0.8187368836537874,2,Physical violence by firearm,1999_2006,ucod_gbdl3
C727,Physical violence by sharp object,3,0.06521739130434782,0.1780453765970208,0.21746348570795473,0.8187368836537874,3,Physical violence by sharp object,1999_2006,ucod_gbdl3
C727,Physical violence by other means,1,0.021739130434782608,0.08323133470628467,0.10165822056879513,0.8187368836537874,4,Physical violence by other means,1999_2006,ucod_gbdl3
C73,"Fire, heat, and hot substances",9,0.13636363636363635,0.2716950224577554,0.3127715125413042,0.868669337083171,1,"Fire, heat, and hot substances",1999_2006,ucod_gbdl3
C73,Physical violence by firearm,48,0.7272727272727273,0.23160271354075243,0.26661780686127473,0.868669337083171,2,Physical violence by firearm,1999_2006,ucod_gbdl3
C73,Physical violence by other means,5,0.07575757575757576,0.19547097193881252,0.22502345091996392,0.868669337083171,3,Physical violence by other means,1999_2006,ucod_gbdl3
C73,Physical violence by sharp object,4,0.06060606060606061,0.1699006291458506,0.19558722967745715,0.868669337083171,4,Physical violence by sharp object,1999_2006,ucod_gbdl3
C74,"Fire, heat, and hot substances",9,0.14754098360655737,0.2823416980579316,0.3240976155843494,0.8711625278355358,1,"Fire, heat, and hot substances",1999_2006,ucod_gbdl3
C74,Physical violence by firearm,44,0.7213114754098361,0.23564108411839677,0.27049038105881745,0.8711625278355358,2,Physical violence by firearm,1999_2006,ucod_gbdl3
C74,Physical violence by sharp object,5,0.08196721311475409,0.20503573374911563,0.23535876165213537,0.8711625278355358,3,Physical violence by sharp object,1999_2006,ucod_gbdl3
C74,Physical violence by other means,3,0.04918032786885246,0.14814401191009188,0.1700532417046978,0.8711625278355358,4,Physical violence by other means,1999_2006,ucod_gbdl3
C75,"Fire, heat, and hot substances",13,0.19117647058823528,0.3163126252983737,0.30647820516037927,1.0320884812440352,1,"Fire, heat, and hot substances",1999_2006,ucod_gbdl3
C75,Physical violence by firearm,43,0.6323529411764706,0.28981215217278533,0.2808016535786333,1.0320884812440352,2,Physical violence by firearm,1999_2006,ucod_gbdl3
C75,Physical violence by sharp object,7,0.10294117647058823,0.23404680724772872,0.2267700991736859,1.0320884812440352,3,Physical violence by sharp object,1999_2006,ucod_gbdl3
C75,Physical violence by other means,5,0.07352941176470588,0.19191689652514754,0.18595004208730162,1.0320884812440352,4,Physical violence by other means,1999_2006,ucod_gbdl3
C755,Physical violence by other means,3,0.13636363636363635,0.2716950224577554,0.3152681937950677,0.8617901450419195,1,Physical violence by other means,1999_2006,ucod_gbdl3
C755,Physical violence by firearm,16,0.7272727272727273,0.23160271354075243,0.2687460687189533,0.8617901450419195,2,Physical violence by firearm,1999_2006,ucod_gbdl3
C755,"Fire, heat, and hot substances",2,0.09090909090909091,0.21799047934530644,0.25295076835057434,0.8617901450419195,3,"Fire, heat, and hot substances",1999_2006,ucod_gbdl3
C755,Physical violence by sharp object,1,0.045454545454545456,0.14050192969810527,0.16303496913540466,0.8617901450419195,4,Physical violence by sharp object,1999_2006,ucod_gbdl3
C757,"Fire, heat, and hot substances",5,0.23809523809523808,0.341686791735553,0.31508374638998676,1.0844316650743355,1,"Fire, heat, and hot substances",1999_2006,ucod_gbdl3
C757,Physical violence by firearm,12,0.5714285714285714,0.319780450248813,0.2948829885255082,1.0844316650743355,2,Physical violence by firearm,1999_2006,ucod_gbdl3
C757,Physical violence by sharp object,3,0.14285714285714285,0.277987164150759,0.2563436434989231,1.0844316650743355,3,Physical violence by sharp object,1999_2006,ucod_gbdl3
C757,Physical violence by other means,1,0.047619047619047616,0.14497725893921062,0.1336896215855821,1.0844316650743355,4,Physical violence by other means,1999_2006,ucod_gbdl3
C76,"Fire, heat, and hot substances",15,0.189873417721519,0.31545525025914145,0.301001856544227,1.0480176231497456,1,"Fire, heat, and hot substances",1999_2006,ucod_gbdl3
C76,Physical violence by firearm,49,0.620253164556962,0.29625000206915636,0.28267654620043237,1.0480176231497456,2,Physical violence by firearm,1999_2006,ucod_gbdl3
C76,Physical violence by sharp object,10,0.12658227848101267,0.2616281974016425,0.24964102856909676,1.0480176231497456,3,Physical violence by sharp object,1999_2006,ucod_gbdl3
C76,Physical violence by other means,5,0.06329113924050633,0.17468417341980513,0.16668056868624379,1.0480176231497456,4,Physical violence by other means,1999_2006,ucod_gbdl3
C77,Physical violence by other means,9,0.11688311688311688,0.25089905974879456,0.268670501685738,0.9338541379666214,1,Physical violence by other means,1999_2006,ucod_gbdl3
C77,Physical violence by firearm,54,0.7012987012987013,0.24883576968348195,0.26646106663434416,0.9338541379666214,2,Physical violence by firearm,1999_2006,ucod_gbdl3
C77,"Fire, heat, and hot substances",8,0.1038961038961039,0.23525858495312707,0.2519221957568023,0.9338541379666214,3,"Fire, heat, and hot substances",1999_2006,ucod_gbdl3
C77,Physical violence by sharp object,6,0.07792207792207792,0.1988607235812178,0.21294623592311548,0.9338541379666214,4,Physical violence by sharp object,1999_2006,ucod_gbdl3
C78,Physical violence by sharp object,9,0.13846153846153847,0.2737609882005348,0.271851260225647,1.0070249002094112,1,Physical violence by sharp object,1999_2006,ucod_gbdl3
C78,Physical violence by firearm,43,0.6615384615384615,0.27333919431829556,0.27143240873334373,1.0070249002094112,2,Physical violence by firearm,1999_2006,ucod_gbdl3
C78,"Fire, heat, and hot substances",7,0.1076923076923077,0.2399898437828041,0.23831569977355888,1.0070249002094112,3,"Fire, heat, and hot substances",1999_2006,ucod_gbdl3
C78,Physical violence by other means,6,0.09230769230769231,0.2199348739077768,0.21840063126745055,1.0070249002094112,4,Physical violence by other means,1999_2006,ucod_gbdl3
C789,Physical violence by firearm,21,0.5675675675675675,0.32146770198207647,0.2801609691522087,1.1474392844758692,1,Physical violence by firearm,1999_2006,ucod_gbdl3
C789,"Fire, heat, and hot substances",7,0.1891891891891892,0.3150014687870913,0.2745256093711125,1.1474392844758692,2,"Fire, heat, and hot substances",1999_2006,ucod_gbdl3
C789,Physical violence by sharp object,5,0.13513513513513514,0.2704702702986654,0.23571641128028104,1.1474392844758692,3,Physical violence by sharp object,1999_2006,ucod_gbdl3
C789,Physical violence by other means,4,0.10810810810810811,0.24049984340803607,0.20959701019639773,1.1474392844758692,4,Physical violence by other means,1999_2006,ucod_gbdl3
C79,Physical violence by firearm,41,0.7192982456140351,0.23699381133929712,0.2630570845790348,0.9009216068769018,1,Physical violence by firearm,1999_2006,ucod_gbdl3
C79,"Fire, heat, and hot substances",6,0.10526315789473684,0.2369780840638416,0.2630396277045016,0.9009216068769018,2,"Fire, heat, and hot substances",1999_2006,ucod_gbdl3
C79,Physical violence by sharp object,5,0.08771929824561403,0.21347485573688155,0.23695164385823178,0.9009216068769018,3,Physical violence by sharp object,1999_2006,ucod_gbdl3
C79,Physical violence by other means,5,0.08771929824561403,0.21347485573688155,0.23695164385823178,0.9009216068769018,4,Physical violence by other means,1999_2006,ucod_gbdl3
C8,"Fire, heat, and hot substances",39,0.17727272727272728,0.30669350049402677,0.3134893578148553,0.9783218882829122,1,"Fire, heat, and hot substances",1999_2006,ucod_gbdl3
C8,Physical violence by firearm,146,0.6636363636363637,0.27210479544558025,0.2781342201421672,0.9783218882829122,2,Physical violence by firearm,1999_2006,ucod_gbdl3
C8,Physical violence by sharp object,21,0.09545454545454546,0.22423276036912596,0.2292014142325742,0.9783218882829122,3,Physical violence by sharp object,1999_2006,ucod_gbdl3
C8,Physical violence by other means,14,0.06363636363636363,0.17529083197417927,0.17917500781040327,0.9783218882829122,4,Physical violence by other means,1999_2006,ucod_gbdl3
C80,"Fire, heat, and hot substances",13,0.203125,0.3237677880730587,0.3642550315091763,0.8888491855050803,1,"Fire, heat, and hot substances",1999_2006,ucod_gbdl3
C80,Physical violence by firearm,44,0.6875,0.25760174649096984,0.28981490976401136,0.8888491855050803,2,Physical violence by firearm,1999_2006,ucod_gbdl3
C80,Physical violence by other means,5,0.078125,0.19917540397856026,0.22408233840635258,0.8888491855050803,3,Physical violence by other means,1999_2006,ucod_gbdl3
C80,Physical violence by sharp object,2,0.03125,0.10830424696249145,0.12184772032045973,0.8888491855050803,4,Physical violence by sharp object,1999_2006,ucod_gbdl3
C81,Physical violence by firearm,29,0.6041666666666666,0.3044427134733561,0.2771188484588733,1.098599807145698,1,Physical violence by firearm,1999_2006,ucod_gbdl3
C81,Physical violence by other means,8,0.16666666666666666,0.2986265782046758,0.2718247138423824,1.098599807145698,2,Physical violence by other means,1999_2006,ucod_gbdl3
C81,"Fire, heat, and hot substances",6,0.125,0.25993019270997947,0.23660134565771604,1.098599807145698,3,"Fire, heat, and hot substances",1999_2006,ucod_gbdl3
C81,Physical violence by sharp object,5,0.10416666666666667,0.23560032275768653,0.21445509204102825,1.098599807145698,4,Physical violence by sharp object,1999_2006,ucod_gbdl3
C82,"Fire, heat, and hot substances",12,0.18181818181818182,0.30995419858880463,0.3191435494840576,0.9712062145385394,1,"Fire, heat, and hot substances",1999_2006,ucod_gbdl3
C82,Physical violence by firearm,44,0.6666666666666666,0.2703100720721096,0.2783240757994379,0.9712062145385394,2,Physical violence by firearm,1999_2006,ucod_gbdl3
C82,Physical violence by sharp object,5,0.07575757575757576,0.19547097193881252,0.20126618735825216,0.9712062145385394,3,Physical violence by sharp object,1999_2006,ucod_gbdl3
C82,Physical violence by other means,5,0.07575757575757576,0.19547097193881252,0.20126618735825216,0.9712062145385394,4,Physical violence by other means,1999_2006,ucod_gbdl3
C83,"Fire, heat, and hot substances",16,0.2711864406779661,0.3538843990958476,0.359028014313597,0.9856734989675301,1,"Fire, heat, and hot substances",1999_2006,ucod_gbdl3
C83,Physical violence by firearm,35,0.5932203389830508,0.3097733624503509,0.3142758355325889,0.9856734989675301,2,Physical violence by firearm,1999_2006,ucod_gbdl3
C83,Physical violence by sharp object,7,0.11864406779661017,0.2529049332873363,0.2565808389413414,0.9856734989675301,3,Physical violence by sharp object,1999_2006,ucod_gbdl3
